ticket_type,creation_date,view_date,action_date,customer_satisfaction,customer_problem_resolved,user_actioned,user_team
web_form,2023-07-28 04:58:00.000000000,2023-07-29 16:55:16.821898106,2023-07-29 17:16:16.821898106,2,False,24b77f,red
web_form,2023-07-29 18:07:00.000000000,2023-07-30 08:33:00.000000000,2023-07-30 08:56:00.000000000,5,True,24b77f,red
live_chat,2023-07-30 09:00:00.000000000,2023-07-30 09:00:00.000000000,2023-07-30 09:12:00.000000000,1,True,24b77f,red
email,2023-07-29 11:21:00.000000000,2023-07-30 09:17:00.000000000,2023-07-30 09:46:00.000000000,5,False,24b77f,red
web_form,2023-07-30 09:02:00.000000000,2023-07-30 09:51:00.000000000,2023-07-30 10:09:00.000000000,5,True,24b77f,red
email,2023-07-29 18:47:00.000000000,2023-07-30 10:11:00.000000000,2023-07-30 10:38:00.000000000,5,True,24b77f,red
email,2023-07-29 04:00:00.000000000,2023-07-30 10:42:00.000000000,2023-07-30 11:07:00.000000000,3,True,24b77f,red
email,2023-07-29 15:19:00.000000000,2023-07-30 11:09:00.000000000,2023-07-30 11:31:00.000000000,4,True,24b77f,red
email,2023-07-27 16:36:00.000000000,2023-07-30 11:36:00.000000000,2023-07-30 12:03:00.000000000,1,False,24b77f,red
live_chat,2023-07-30 12:30:59.474543890,2023-07-30 12:30:59.474543890,2023-07-30 12:41:59.474543890,2,False,24b77f,red
email,2023-07-28 16:09:00.000000000,2023-07-30 12:48:59.474543890,2023-07-30 13:18:59.474543890,5,True,24b77f,red
web_form,2023-07-28 18:06:00.000000000,2023-07-30 13:22:59.474543890,2023-07-30 13:45:59.474543890,5,True,24b77f,red
email,2023-07-29 15:05:00.000000000,2023-07-30 13:51:59.474543890,2023-07-30 14:10:59.474543890,1,False,24b77f,red
email,2023-07-28 14:41:00.000000000,2023-07-30 14:11:59.474543890,2023-07-30 14:34:59.474543890,5,True,24b77f,red
live_chat,2023-07-30 14:36:59.474543890,2023-07-30 14:36:59.474543890,2023-07-30 14:52:59.474543890,5,True,24b77f,red
email,2023-07-30 11:45:00.000000000,2023-07-30 14:57:59.474543890,2023-07-30 15:11:59.474543890,5,True,24b77f,red
email,2023-07-30 12:46:00.000000000,2023-07-30 15:19:59.474543890,2023-07-30 15:37:59.474543890,5,True,24b77f,red
email,2023-07-30 09:27:00.000000000,2023-07-30 15:41:59.474543890,2023-07-30 16:08:59.474543890,5,True,24b77f,red
live_chat,2023-07-30 16:13:59.474543890,2023-07-30 16:13:59.474543890,2023-07-30 16:29:59.474543890,5,True,24b77f,red
live_chat,2023-07-30 16:32:59.474543890,2023-07-30 16:32:59.474543890,2023-07-30 16:41:59.474543890,5,True,24b77f,red
web_form,2023-07-30 10:13:00.000000000,2023-07-31 08:36:00.000000000,2023-07-31 08:58:00.000000000,1,False,24b77f,red
web_form,2023-07-30 14:39:00.000000000,2023-07-31 09:05:00.000000000,2023-07-31 09:32:00.000000000,4,True,24b77f,red
web_form,2023-07-29 16:59:00.000000000,2023-07-31 09:38:00.000000000,2023-07-31 09:59:00.000000000,5,False,24b77f,red
live_chat,2023-07-31 10:04:00.000000000,2023-07-31 10:04:00.000000000,2023-07-31 10:18:00.000000000,5,True,24b77f,red
email,2023-07-31 02:42:00.000000000,2023-07-31 10:23:00.000000000,2023-07-31 10:52:00.000000000,5,True,24b77f,red
web_form,2023-07-28 14:34:00.000000000,2023-07-31 10:56:00.000000000,2023-07-31 11:20:00.000000000,5,True,24b77f,red
live_chat,2023-07-31 11:22:00.000000000,2023-07-31 11:22:00.000000000,2023-07-31 11:32:00.000000000,5,True,24b77f,red
email,2023-07-30 15:21:00.000000000,2023-07-31 11:36:00.000000000,2023-07-31 12:08:00.000000000,5,True,24b77f,red
web_form,2023-07-31 10:12:00.000000000,2023-07-31 12:28:13.511346674,2023-07-31 12:51:13.511346674,5,True,24b77f,red
live_chat,2023-07-31 12:54:13.511346674,2023-07-31 12:54:13.511346674,2023-07-31 13:07:13.511346674,5,True,24b77f,red
email,2023-07-29 10:50:00.000000000,2023-07-31 13:10:13.511346674,2023-07-31 13:31:13.511346674,1,False,24b77f,red
live_chat,2023-07-31 13:37:13.511346674,2023-07-31 13:37:13.511346674,2023-07-31 13:47:13.511346674,5,True,24b77f,red
web_form,2023-07-31 09:45:00.000000000,2023-07-31 13:51:13.511346674,2023-07-31 14:06:13.511346674,5,True,24b77f,red
email,2023-07-28 07:46:00.000000000,2023-07-31 14:11:13.511346674,2023-07-31 14:39:13.511346674,5,True,24b77f,red
web_form,2023-07-30 11:12:00.000000000,2023-07-31 14:43:13.511346674,2023-07-31 15:09:13.511346674,5,False,24b77f,red
email,2023-07-31 14:05:00.000000000,2023-07-31 15:10:13.511346674,2023-07-31 15:27:13.511346674,1,False,24b77f,red
live_chat,2023-07-31 15:32:13.511346674,2023-07-31 15:32:13.511346674,2023-07-31 15:42:13.511346674,5,True,24b77f,red
live_chat,2023-07-31 15:47:13.511346674,2023-07-31 15:47:13.511346674,2023-07-31 15:55:13.511346674,5,True,24b77f,red
web_form,2023-07-31 14:43:00.000000000,2023-07-31 15:58:13.511346674,2023-07-31 16:16:13.511346674,4,True,24b77f,red
web_form,2023-07-30 13:33:00.000000000,2023-07-31 16:17:13.511346674,2023-07-31 16:36:13.511346674,2,True,24b77f,red
web_form,2023-07-31 12:31:00.000000000,2023-07-31 16:39:13.511346674,2023-07-31 16:59:13.511346674,1,False,24b77f,red
live_chat,2023-08-01 08:34:00.000000000,2023-08-01 08:34:00.000000000,2023-08-01 08:43:00.000000000,5,True,24b77f,red
web_form,2023-08-01 07:49:00.000000000,2023-08-01 08:49:00.000000000,2023-08-01 09:11:00.000000000,4,True,24b77f,red
email,2023-07-29 17:25:00.000000000,2023-08-01 09:14:00.000000000,2023-08-01 09:35:00.000000000,4,False,24b77f,red
live_chat,2023-08-01 09:37:00.000000000,2023-08-01 09:37:00.000000000,2023-08-01 09:47:00.000000000,5,True,24b77f,red
web_form,2023-07-31 17:53:00.000000000,2023-08-01 09:55:00.000000000,2023-08-01 10:18:00.000000000,2,False,24b77f,red
web_form,2023-07-31 14:56:00.000000000,2023-08-01 10:25:00.000000000,2023-08-01 10:47:00.000000000,5,True,24b77f,red
email,2023-07-29 09:56:00.000000000,2023-08-01 10:52:00.000000000,2023-08-01 11:18:00.000000000,5,True,24b77f,red
email,2023-07-31 12:47:00.000000000,2023-08-01 11:24:00.000000000,2023-08-01 11:48:00.000000000,2,False,24b77f,red
email,2023-07-29 17:44:00.000000000,2023-08-01 11:52:00.000000000,2023-08-01 12:13:00.000000000,3,True,24b77f,red
email,2023-07-31 09:57:00.000000000,2023-08-01 12:52:30.633883123,2023-08-01 13:15:30.633883123,5,True,24b77f,red
email,2023-08-01 13:11:00.000000000,2023-08-01 13:16:30.633883123,2023-08-01 13:48:30.633883123,5,True,24b77f,red
email,2023-07-30 15:52:00.000000000,2023-08-01 13:55:30.633883123,2023-08-01 14:20:30.633883123,4,True,24b77f,red
live_chat,2023-08-01 14:26:30.633883123,2023-08-01 14:26:30.633883123,2023-08-01 14:42:30.633883123,1,True,24b77f,red
web_form,2023-08-01 08:18:00.000000000,2023-08-01 14:43:30.633883123,2023-08-01 15:05:30.633883123,5,False,24b77f,red
email,2023-07-30 12:13:00.000000000,2023-08-01 15:06:30.633883123,2023-08-01 15:28:30.633883123,1,False,24b77f,red
email,2023-08-01 15:11:00.000000000,2023-08-01 15:31:30.633883123,2023-08-01 15:53:30.633883123,5,True,24b77f,red
email,2023-07-30 18:20:00.000000000,2023-08-01 15:58:30.633883123,2023-08-01 16:18:30.633883123,5,True,24b77f,red
email,2023-07-29 06:44:00.000000000,2023-08-01 16:22:30.633883123,2023-08-01 16:43:30.633883123,5,True,24b77f,red
email,2023-07-31 07:54:00.000000000,2023-08-01 16:49:30.633883123,2023-08-01 17:09:30.633883123,1,False,24b77f,red
live_chat,2023-08-02 08:37:00.000000000,2023-08-02 08:37:00.000000000,2023-08-02 08:50:00.000000000,2,True,24b77f,red
web_form,2023-08-01 23:32:00.000000000,2023-08-02 08:52:00.000000000,2023-08-02 09:12:00.000000000,5,True,24b77f,red
email,2023-08-01 16:49:00.000000000,2023-08-02 09:16:00.000000000,2023-08-02 09:33:00.000000000,5,True,24b77f,red
email,2023-07-31 11:31:00.000000000,2023-08-02 09:35:00.000000000,2023-08-02 10:02:00.000000000,5,True,24b77f,red
web_form,2023-08-01 23:51:00.000000000,2023-08-02 10:08:00.000000000,2023-08-02 10:22:00.000000000,2,True,24b77f,red
live_chat,2023-08-02 10:26:00.000000000,2023-08-02 10:26:00.000000000,2023-08-02 10:37:00.000000000,5,True,24b77f,red
email,2023-08-02 09:23:00.000000000,2023-08-02 10:42:00.000000000,2023-08-02 11:06:00.000000000,4,True,24b77f,red
web_form,2023-08-02 10:15:00.000000000,2023-08-02 11:11:00.000000000,2023-08-02 11:27:00.000000000,5,True,24b77f,red
email,2023-07-31 12:00:00.000000000,2023-08-02 11:28:00.000000000,2023-08-02 11:56:00.000000000,5,True,24b77f,red
email,2023-07-31 01:02:00.000000000,2023-08-02 12:42:44.076060550,2023-08-02 13:11:44.076060550,5,True,24b77f,red
live_chat,2023-08-02 13:15:44.076060550,2023-08-02 13:15:44.076060550,2023-08-02 13:24:44.076060550,4,False,24b77f,red
email,2023-08-01 07:52:00.000000000,2023-08-02 13:27:44.076060550,2023-08-02 13:48:44.076060550,3,True,24b77f,red
web_form,2023-07-30 19:35:00.000000000,2023-08-02 13:51:44.076060550,2023-08-02 14:09:44.076060550,5,True,24b77f,red
email,2023-07-31 11:42:00.000000000,2023-08-02 14:14:44.076060550,2023-08-02 14:37:44.076060550,5,True,24b77f,red
live_chat,2023-08-02 14:40:44.076060550,2023-08-02 14:40:44.076060550,2023-08-02 14:56:44.076060550,5,True,24b77f,red
email,2023-08-02 10:29:00.000000000,2023-08-02 15:01:44.076060550,2023-08-02 15:22:44.076060550,5,True,24b77f,red
email,2023-08-01 22:13:00.000000000,2023-08-02 15:24:44.076060550,2023-08-02 15:50:44.076060550,5,True,24b77f,red
live_chat,2023-08-02 15:56:44.076060550,2023-08-02 15:56:44.076060550,2023-08-02 16:11:44.076060550,5,True,24b77f,red
email,2023-08-02 05:41:00.000000000,2023-08-02 16:15:44.076060550,2023-08-02 16:39:44.076060550,1,False,24b77f,red
web_form,2023-07-31 16:36:00.000000000,2023-08-03 08:40:00.000000000,2023-08-03 09:05:00.000000000,5,True,24b77f,red
web_form,2023-08-02 12:38:00.000000000,2023-08-03 09:09:00.000000000,2023-08-03 09:33:00.000000000,3,True,24b77f,red
live_chat,2023-08-03 09:38:00.000000000,2023-08-03 09:38:00.000000000,2023-08-03 09:47:00.000000000,1,False,24b77f,red
live_chat,2023-08-03 09:50:00.000000000,2023-08-03 09:50:00.000000000,2023-08-03 10:04:00.000000000,5,True,24b77f,red
live_chat,2023-08-03 10:07:00.000000000,2023-08-03 10:07:00.000000000,2023-08-03 10:19:00.000000000,1,False,24b77f,red
email,2023-08-02 18:55:00.000000000,2023-08-03 10:22:00.000000000,2023-08-03 10:48:00.000000000,5,True,24b77f,red
web_form,2023-08-03 05:00:00.000000000,2023-08-03 10:52:00.000000000,2023-08-03 11:09:00.000000000,4,True,24b77f,red
live_chat,2023-08-03 11:11:00.000000000,2023-08-03 11:11:00.000000000,2023-08-03 11:20:00.000000000,5,True,24b77f,red
live_chat,2023-08-03 11:25:00.000000000,2023-08-03 11:25:00.000000000,2023-08-03 11:37:00.000000000,5,True,24b77f,red
email,2023-08-03 09:24:00.000000000,2023-08-03 11:39:00.000000000,2023-08-03 12:10:00.000000000,4,True,24b77f,red
email,2023-08-01 18:39:00.000000000,2023-08-03 12:33:04.051258904,2023-08-03 12:57:04.051258904,3,False,24b77f,red
web_form,2023-08-02 17:41:00.000000000,2023-08-03 13:00:04.051258904,2023-08-03 13:39:04.051258904,5,True,24b77f,red
email,2023-08-01 17:43:00.000000000,2023-08-03 13:42:04.051258904,2023-08-03 14:06:04.051258904,5,False,24b77f,red
live_chat,2023-08-03 14:10:04.051258904,2023-08-03 14:10:04.051258904,2023-08-03 14:23:04.051258904,5,True,24b77f,red
email,2023-08-03 08:07:00.000000000,2023-08-03 14:27:04.051258904,2023-08-03 14:49:04.051258904,1,False,24b77f,red
email,2023-08-02 15:42:00.000000000,2023-08-03 14:54:04.051258904,2023-08-03 15:24:04.051258904,4,True,24b77f,red
web_form,2023-08-01 11:35:00.000000000,2023-08-03 15:28:04.051258904,2023-08-03 15:43:04.051258904,4,True,24b77f,red
live_chat,2023-08-03 15:47:04.051258904,2023-08-03 15:47:04.051258904,2023-08-03 15:59:04.051258904,2,True,24b77f,red
live_chat,2023-08-03 16:00:04.051258904,2023-08-03 16:00:04.051258904,2023-08-03 16:10:04.051258904,5,True,24b77f,red
web_form,2023-08-03 08:38:00.000000000,2023-08-03 16:13:04.051258904,2023-08-03 16:34:04.051258904,5,True,24b77f,red
email,2023-07-31 08:47:00.000000000,2023-08-03 16:36:04.051258904,2023-08-03 17:09:04.051258904,4,True,24b77f,red
email,2023-08-02 09:56:00.000000000,2023-08-04 08:33:00.000000000,2023-08-04 08:57:00.000000000,5,True,24b77f,red
email,2023-08-03 10:33:00.000000000,2023-08-04 09:01:00.000000000,2023-08-04 09:19:00.000000000,5,True,24b77f,red
live_chat,2023-08-04 09:30:00.000000000,2023-08-04 09:30:00.000000000,2023-08-04 09:48:00.000000000,4,True,24b77f,red
live_chat,2023-08-04 09:45:00.000000000,2023-08-04 09:51:00.000000000,2023-08-04 10:01:00.000000000,5,True,24b77f,red
email,2023-08-04 09:56:00.000000000,2023-08-04 10:05:00.000000000,2023-08-04 10:34:00.000000000,5,True,24b77f,red
web_form,2023-08-04 10:28:00.000000000,2023-08-04 10:39:00.000000000,2023-08-04 10:59:00.000000000,4,True,24b77f,red
web_form,2023-08-03 17:19:00.000000000,2023-08-04 11:06:00.000000000,2023-08-04 11:30:00.000000000,3,True,24b77f,red
email,2023-08-02 15:14:00.000000000,2023-08-04 11:37:00.000000000,2023-08-04 12:05:00.000000000,5,True,24b77f,red
email,2023-08-04 08:59:00.000000000,2023-08-04 12:36:44.495550442,2023-08-04 13:02:44.495550442,1,False,24b77f,red
web_form,2023-08-02 15:59:00.000000000,2023-08-04 13:08:44.495550442,2023-08-04 13:41:44.495550442,5,True,24b77f,red
web_form,2023-08-03 13:36:00.000000000,2023-08-04 13:45:44.495550442,2023-08-04 14:07:44.495550442,4,True,24b77f,red
email,2023-08-04 11:07:00.000000000,2023-08-04 14:13:44.495550442,2023-08-04 14:49:44.495550442,1,True,24b77f,red
web_form,2023-08-02 22:49:00.000000000,2023-08-04 14:58:44.495550442,2023-08-04 15:16:44.495550442,1,False,24b77f,red
web_form,2023-08-04 14:29:00.000000000,2023-08-04 15:20:44.495550442,2023-08-04 15:42:44.495550442,5,True,24b77f,red
web_form,2023-08-02 12:13:00.000000000,2023-08-04 15:45:44.495550442,2023-08-04 16:01:44.495550442,5,True,24b77f,red
web_form,2023-08-03 16:54:00.000000000,2023-08-04 16:04:44.495550442,2023-08-04 16:30:44.495550442,5,True,24b77f,red
web_form,2023-08-04 13:50:00.000000000,2023-08-04 16:33:44.495550442,2023-08-04 16:56:44.495550442,5,True,24b77f,red
live_chat,2023-08-05 08:36:00.000000000,2023-08-05 08:36:00.000000000,2023-08-05 08:50:00.000000000,5,True,24b77f,red
email,2023-08-03 08:38:00.000000000,2023-08-05 08:55:00.000000000,2023-08-05 09:15:00.000000000,5,True,24b77f,red
live_chat,2023-08-05 09:17:00.000000000,2023-08-05 09:17:00.000000000,2023-08-05 09:28:00.000000000,4,False,24b77f,red
email,2023-08-05 08:54:00.000000000,2023-08-05 09:32:00.000000000,2023-08-05 09:52:00.000000000,5,True,24b77f,red
web_form,2023-08-01 14:05:00.000000000,2023-08-05 09:55:00.000000000,2023-08-05 10:19:00.000000000,5,True,24b77f,red
email,2023-08-05 01:02:00.000000000,2023-08-05 10:23:00.000000000,2023-08-05 10:44:00.000000000,5,True,24b77f,red
web_form,2023-08-02 16:39:00.000000000,2023-08-05 10:49:00.000000000,2023-08-05 11:13:00.000000000,5,True,24b77f,red
email,2023-08-03 16:49:00.000000000,2023-08-05 11:17:00.000000000,2023-08-05 11:45:00.000000000,5,True,24b77f,red
email,2023-08-04 19:16:00.000000000,2023-08-05 12:09:35.608023602,2023-08-05 12:31:35.608023602,3,True,24b77f,red
web_form,2023-08-03 15:48:00.000000000,2023-08-05 12:36:35.608023602,2023-08-05 12:59:35.608023602,5,True,24b77f,red
email,2023-08-03 10:14:00.000000000,2023-08-05 13:02:35.608023602,2023-08-05 13:35:35.608023602,5,True,24b77f,red
web_form,2023-08-04 17:18:00.000000000,2023-08-05 13:38:35.608023602,2023-08-05 14:00:35.608023602,5,True,24b77f,red
live_chat,2023-08-05 14:05:35.608023602,2023-08-05 14:05:35.608023602,2023-08-05 14:19:35.608023602,5,True,24b77f,red
web_form,2023-08-02 22:09:00.000000000,2023-08-05 14:25:35.608023602,2023-08-05 14:46:35.608023602,5,True,24b77f,red
live_chat,2023-08-05 14:50:35.608023602,2023-08-05 14:50:35.608023602,2023-08-05 15:00:35.608023602,4,True,24b77f,red
web_form,2023-08-05 11:14:00.000000000,2023-08-05 15:03:35.608023602,2023-08-05 15:25:35.608023602,1,False,24b77f,red
live_chat,2023-08-05 15:31:35.608023602,2023-08-05 15:31:35.608023602,2023-08-05 15:35:35.608023602,5,True,24b77f,red
web_form,2023-08-05 07:50:00.000000000,2023-08-05 15:40:35.608023602,2023-08-05 16:01:35.608023602,1,False,24b77f,red
live_chat,2023-08-05 16:04:35.608023602,2023-08-05 16:04:35.608023602,2023-08-05 16:22:35.608023602,5,False,24b77f,red
web_form,2023-08-03 10:28:00.000000000,2023-08-05 16:26:35.608023602,2023-08-05 16:46:35.608023602,3,False,24b77f,red
email,2023-08-03 08:38:00.000000000,2023-08-05 16:47:35.608023602,2023-08-05 17:15:35.608023602,5,True,24b77f,red
live_chat,2023-08-06 08:36:00.000000000,2023-08-06 08:36:00.000000000,2023-08-06 08:48:00.000000000,5,True,24b77f,red
email,2023-08-02 13:17:00.000000000,2023-08-06 08:55:00.000000000,2023-08-06 09:18:00.000000000,5,True,24b77f,red
email,2023-08-02 17:21:00.000000000,2023-08-06 09:23:00.000000000,2023-08-06 09:49:00.000000000,2,True,24b77f,red
email,2023-08-05 14:13:00.000000000,2023-08-06 09:53:00.000000000,2023-08-06 10:15:00.000000000,5,True,24b77f,red
web_form,2023-08-05 15:38:00.000000000,2023-08-06 10:17:00.000000000,2023-08-06 10:48:00.000000000,5,True,24b77f,red
web_form,2023-08-02 20:00:00.000000000,2023-08-06 10:56:00.000000000,2023-08-06 11:18:00.000000000,5,True,24b77f,red
email,2023-08-06 09:09:00.000000000,2023-08-06 11:22:00.000000000,2023-08-06 11:46:00.000000000,5,True,24b77f,red
web_form,2023-08-06 10:57:00.000000000,2023-08-06 11:52:00.000000000,2023-08-06 12:07:00.000000000,5,True,24b77f,red
email,2023-08-05 17:46:00.000000000,2023-08-06 12:47:18.606383585,2023-08-06 13:11:18.606383585,5,True,24b77f,red
email,2023-08-05 20:16:00.000000000,2023-08-06 13:14:18.606383585,2023-08-06 13:41:18.606383585,1,False,24b77f,red
live_chat,2023-08-06 13:42:18.606383585,2023-08-06 13:42:18.606383585,2023-08-06 13:53:18.606383585,5,True,24b77f,red
web_form,2023-08-06 01:03:00.000000000,2023-08-06 14:01:18.606383585,2023-08-06 14:27:18.606383585,5,True,24b77f,red
email,2023-08-04 11:28:00.000000000,2023-08-06 14:28:18.606383585,2023-08-06 14:46:18.606383585,5,True,24b77f,red
web_form,2023-08-06 08:55:00.000000000,2023-08-06 14:49:18.606383585,2023-08-06 15:11:18.606383585,1,False,24b77f,red
web_form,2023-08-03 13:19:00.000000000,2023-08-06 15:14:18.606383585,2023-08-06 15:39:18.606383585,5,True,24b77f,red
live_chat,2023-08-06 15:44:18.606383585,2023-08-06 15:44:18.606383585,2023-08-06 15:50:18.606383585,5,True,24b77f,red
email,2023-08-02 15:07:00.000000000,2023-08-06 15:53:18.606383585,2023-08-06 16:14:18.606383585,4,False,24b77f,red
live_chat,2023-08-06 16:17:18.606383585,2023-08-06 16:17:18.606383585,2023-08-06 16:35:18.606383585,1,False,24b77f,red
email,2023-08-05 19:36:00.000000000,2023-08-06 16:37:18.606383585,2023-08-06 17:04:18.606383585,5,True,24b77f,red
live_chat,2023-08-07 08:41:00.000000000,2023-08-07 08:41:00.000000000,2023-08-07 08:53:00.000000000,5,True,24b77f,red
email,2023-08-05 12:32:00.000000000,2023-08-07 08:55:00.000000000,2023-08-07 09:27:00.000000000,5,True,24b77f,red
email,2023-08-06 23:51:00.000000000,2023-08-07 09:33:00.000000000,2023-08-07 09:56:00.000000000,2,False,24b77f,red
live_chat,2023-08-07 09:59:00.000000000,2023-08-07 09:59:00.000000000,2023-08-07 10:09:00.000000000,5,True,24b77f,red
web_form,2023-08-07 08:15:00.000000000,2023-08-07 10:11:00.000000000,2023-08-07 10:24:00.000000000,5,True,24b77f,red
email,2023-08-05 11:37:00.000000000,2023-08-07 10:27:00.000000000,2023-08-07 10:53:00.000000000,3,True,24b77f,red
web_form,2023-08-07 04:50:00.000000000,2023-08-07 10:58:00.000000000,2023-08-07 11:20:00.000000000,4,False,24b77f,red
email,2023-08-03 12:44:00.000000000,2023-08-07 11:25:00.000000000,2023-08-07 11:54:00.000000000,5,True,24b77f,red
email,2023-08-06 17:04:00.000000000,2023-08-07 12:38:22.578074426,2023-08-07 13:04:22.578074426,1,True,24b77f,red
email,2023-08-07 11:46:00.000000000,2023-08-07 13:09:22.578074426,2023-08-07 13:34:22.578074426,5,True,24b77f,red
web_form,2023-08-07 12:43:00.000000000,2023-08-07 13:38:22.578074426,2023-08-07 13:58:22.578074426,2,True,24b77f,red
web_form,2023-08-04 21:03:00.000000000,2023-08-07 14:01:22.578074426,2023-08-07 14:27:22.578074426,5,True,24b77f,red
email,2023-08-07 11:28:00.000000000,2023-08-07 14:30:22.578074426,2023-08-07 14:54:22.578074426,5,True,24b77f,red
web_form,2023-08-07 14:35:00.000000000,2023-08-07 14:58:22.578074426,2023-08-07 15:12:22.578074426,4,True,24b77f,red
web_form,2023-08-07 13:52:00.000000000,2023-08-07 15:18:22.578074426,2023-08-07 15:40:22.578074426,1,False,24b77f,red
email,2023-08-05 11:32:00.000000000,2023-08-07 15:45:22.578074426,2023-08-07 16:15:22.578074426,4,True,24b77f,red
web_form,2023-08-07 14:03:00.000000000,2023-08-07 16:20:22.578074426,2023-08-07 16:44:22.578074426,3,True,24b77f,red
web_form,2023-08-05 17:06:00.000000000,2023-08-07 16:47:22.578074426,2023-08-07 17:11:22.578074426,5,True,24b77f,red
email,2023-08-08 07:19:00.000000000,2023-08-08 08:34:00.000000000,2023-08-08 08:59:00.000000000,5,True,24b77f,red
email,2023-08-08 07:39:00.000000000,2023-08-08 09:00:00.000000000,2023-08-08 09:17:00.000000000,5,True,24b77f,red
email,2023-08-08 08:31:00.000000000,2023-08-08 09:22:00.000000000,2023-08-08 09:35:00.000000000,5,True,24b77f,red
web_form,2023-08-08 00:46:00.000000000,2023-08-08 09:37:00.000000000,2023-08-08 10:05:00.000000000,5,False,24b77f,red
web_form,2023-08-07 13:30:00.000000000,2023-08-08 10:07:00.000000000,2023-08-08 10:28:00.000000000,5,True,24b77f,red
web_form,2023-08-08 10:20:00.000000000,2023-08-08 10:34:00.000000000,2023-08-08 10:57:00.000000000,4,True,24b77f,red
live_chat,2023-08-08 11:05:00.000000000,2023-08-08 11:05:00.000000000,2023-08-08 11:15:00.000000000,5,True,24b77f,red
email,2023-08-08 01:31:00.000000000,2023-08-08 11:18:00.000000000,2023-08-08 11:45:00.000000000,2,False,24b77f,red
email,2023-08-08 11:51:00.000000000,2023-08-08 11:51:00.000000000,2023-08-08 12:22:00.000000000,5,True,24b77f,red
email,2023-08-08 12:22:00.000000000,2023-08-08 12:56:44.153481990,2023-08-08 13:23:44.153481990,5,True,24b77f,red
web_form,2023-08-08 13:01:00.000000000,2023-08-08 13:30:44.153481990,2023-08-08 13:51:44.153481990,5,True,24b77f,red
web_form,2023-08-08 13:51:00.000000000,2023-08-08 13:55:44.153481990,2023-08-08 14:13:44.153481990,3,False,24b77f,red
email,2023-08-08 14:13:00.000000000,2023-08-08 14:16:44.153481990,2023-08-08 14:36:44.153481990,5,False,24b77f,red
live_chat,2023-08-08 14:40:44.153481990,2023-08-08 14:40:44.153481990,2023-08-08 14:53:44.153481990,4,True,24b77f,red
web_form,2023-08-08 12:30:00.000000000,2023-08-08 14:57:44.153481990,2023-08-08 15:27:44.153481990,3,True,24b77f,red
web_form,2023-08-08 12:51:00.000000000,2023-08-08 15:33:44.153481990,2023-08-08 16:03:44.153481990,5,True,24b77f,red
live_chat,2023-08-08 16:07:44.153481990,2023-08-08 16:07:44.153481990,2023-08-08 16:18:44.153481990,5,True,24b77f,red
live_chat,2023-08-08 16:23:44.153481990,2023-08-08 16:23:44.153481990,2023-08-08 16:32:44.153481990,5,True,24b77f,red
live_chat,2023-08-08 16:35:44.153481990,2023-08-08 16:35:44.153481990,2023-08-08 16:54:44.153481990,5,True,24b77f,red
email,2023-08-08 19:58:00.000000000,2023-08-09 08:34:00.000000000,2023-08-09 08:55:00.000000000,3,False,24b77f,red
email,2023-08-08 16:57:00.000000000,2023-08-09 08:59:00.000000000,2023-08-09 09:26:00.000000000,5,True,24b77f,red
live_chat,2023-08-09 09:29:00.000000000,2023-08-09 09:29:00.000000000,2023-08-09 09:40:00.000000000,4,True,24b77f,red
web_form,2023-08-09 05:37:00.000000000,2023-08-09 09:42:00.000000000,2023-08-09 09:59:00.000000000,5,True,24b77f,red
live_chat,2023-08-09 10:04:00.000000000,2023-08-09 10:04:00.000000000,2023-08-09 10:18:00.000000000,4,True,24b77f,red
live_chat,2023-08-09 10:21:00.000000000,2023-08-09 10:21:00.000000000,2023-08-09 10:28:00.000000000,1,False,24b77f,red
email,2023-08-09 09:39:00.000000000,2023-08-09 10:30:00.000000000,2023-08-09 10:55:00.000000000,5,True,24b77f,red
web_form,2023-08-09 05:38:00.000000000,2023-08-09 10:58:00.000000000,2023-08-09 11:12:00.000000000,4,True,24b77f,red
web_form,2023-08-09 11:12:00.000000000,2023-08-09 11:15:00.000000000,2023-08-09 11:33:00.000000000,4,True,24b77f,red
email,2023-08-08 20:32:00.000000000,2023-08-09 11:41:00.000000000,2023-08-09 12:07:00.000000000,5,True,24b77f,red
live_chat,2023-08-09 12:44:58.719420132,2023-08-09 12:44:58.719420132,2023-08-09 12:56:58.719420132,5,True,24b77f,red
web_form,2023-08-09 12:31:00.000000000,2023-08-09 13:02:58.719420132,2023-08-09 13:27:58.719420132,4,True,24b77f,red
email,2023-08-09 04:54:00.000000000,2023-08-09 13:30:58.719420132,2023-08-09 13:58:58.719420132,1,False,24b77f,red
live_chat,2023-08-09 14:02:58.719420132,2023-08-09 14:02:58.719420132,2023-08-09 14:07:58.719420132,4,True,24b77f,red
email,2023-08-09 11:52:00.000000000,2023-08-09 14:09:58.719420132,2023-08-09 14:29:58.719420132,5,True,24b77f,red
email,2023-08-09 14:19:00.000000000,2023-08-09 14:31:58.719420132,2023-08-09 14:48:58.719420132,5,True,24b77f,red
web_form,2023-08-09 12:00:00.000000000,2023-08-09 14:52:58.719420132,2023-08-09 15:21:58.719420132,5,True,24b77f,red
email,2023-08-09 15:24:00.000000000,2023-08-09 15:25:58.719420132,2023-08-09 15:57:58.719420132,5,True,24b77f,red
live_chat,2023-08-09 16:01:58.719420132,2023-08-09 16:01:58.719420132,2023-08-09 16:07:58.719420132,5,True,24b77f,red
